Gene,logFC,p_value,adj_p
1568974_at,0.07666024152714623,0.0006405683263374959,0.003138382287538078
216950_s_at,0.9683888559061056,0.0006415271124638825,0.003142515551172702
239742_at,0.6097389163597278,0.0006415081985730762,0.003142515551172702
229433_at,0.33810523964423034,0.0006417835379687315,0.003143489519769846
229468_at,0.8191683194372139,0.0006418495235583459,0.0031435306125530294
210523_at,0.363155762351806,0.0006422008212116698,0.0031444046488662176
242437_at,0.3922272350888001,0.0006421903562691179,0.0031444046488662176
1561195_at,0.3423453202901565,0.0006420892412640335,0.0031444046488662176
226432_at,0.5274209645548624,0.0006427643239371848,0.0031468814169508083
237094_at,0.1767605832590453,0.0006431562505140462,0.003148517804000909
242541_at,-0.4401633192737604,0.0006437054024632529,0.0031509235122010653
215058_at,-0.974605452046946,0.0006437993895172925,0.0031511009667710794
238498_at,0.2463628962302047,0.0006445010810769407,0.003154252555962908
243130_at,0.05823215146832439,0.0006446412312885333,0.0031546555870614955
228283_at,-0.6830962653286248,0.0006447122893877969,0.0031547204628381356
243735_at,0.4221703902477403,0.0006450090272838885,0.003155889529370448
209043_at,0.5731957147720586,0.0006454367745931457,0.003157699329555333
222833_at,0.38193868202262937,0.0006455791339091336,0.0031578647120945567
203463_s_at,0.3711604678993208,0.0006455862961496374,0.0031578647120945567
241991_at,0.23470916070644865,0.0006469700658611598,0.003164349782654023
220465_at,-0.4776508169304261,0.0006477597722648852,0.0031679283701115746
212082_s_at,-0.4214340589479768,0.0006482228836613832,0.003169625225528994
203074_at,1.065902885420817,0.0006481937454043133,0.003169625225528994
37028_at,-1.5053188339983041,0.000648657029494804,0.0031714639445307633
240592_at,0.5897765316889112,0.0006493976478571433,0.0031748006290214102
206453_s_at,-1.136556097009616,0.000649918731854877,0.003177063543744499
204502_at,-0.9783184474242077,0.000650215075474667,0.003178227530389741
236404_at,0.9935617059626711,0.0006503980334252464,0.003178837133188548
225973_at,1.141112374387446,0.0006506537088143028,0.0031798020033466895
225414_at,0.5607240971464957,0.0006518404553574143,0.003185316520096008
242206_at,-1.1970449441346127,0.0006521583913065889,0.0031865848557853464
235301_at,-0.9820406430616524,0.0006537724567364577,0.0031941855622790376
213077_at,0.5176415657115392,0.0006539161577395956,0.0031946016803857313
223785_at,0.17083062911764868,0.000653975583173843,0.0031946060461868053
225342_at,-1.981959894623869,0.0006543822877356883,0.0031963066835802873
1554099_a_at,0.37942189944117466,0.000654744066030287,0.0031977875955138285
203467_at,-1.03739305621154,0.0006549667386916014,0.0031985889075741686
239261_s_at,0.10173261709389037,0.0006550708034954573,0.0031988108959451166
232320_at,0.5054082207132367,0.0006551516381121845,0.0031989194181897404
201288_at,0.8044733892285034,0.0006552386132386366,0.0031990579007023477
208938_at,0.9711984009926482,0.0006554618442443262,0.0031998615381941932
211023_at,-0.7323473055294141,0.0006556913656902523,0.0032006957381279203
241950_at,0.14871255837047226,0.0006557880029028867,0.0032008811849791323
235432_at,-0.9402381920701393,0.0006558486105735181,0.003200890755297509
220369_at,0.37494893889479686,0.0006572109875444643,0.003207253083797328
1557432_at,1.192382490679865,0.0006583334326052144,0.0032124434884362985
210829_s_at,-1.0837840783190034,0.0006584856169833415,0.00321289884581922
1553946_at,0.637094424170813,0.0006599527023667855,0.0032197692448803776
236402_at,-1.1076847487895933,0.0006600204739811949,0.0032198120709170212
209760_at,-0.7704839111804276,0.0006603785374882159,0.003221270908711175
212887_at,-1.3201507144236428,0.0006605252499465387,0.0032216986252754367
229611_at,0.4721234628897064,0.0006611079544217409,0.003224252617673505
221971_x_at,1.081456586611992,0.0006627451292948192,0.0032319483927610733
225533_at,-0.3587692705746637,0.0006628987236962445,0.00323240859828619
230672_at,0.3041440975599565,0.000663262364386208,0.003233892852048852
225862_at,-0.593759693795251,0.0006633548181299221,0.0032340547225290775
217890_s_at,-1.7902951294558802,0.0006639662183680901,0.003235590377884999
240539_at,0.7266862054643659,0.0006639646089088693,0.003235590377884999
200068_s_at,0.6386982863337156,0.0006637940162948754,0.003235590377884999
219000_s_at,0.7925011340260202,0.0006639267892441889,0.003235590377884999
231387_at,-0.7623302785141384,0.0006638264889123349,0.003235590377884999
205429_s_at,-1.2811466817007928,0.0006643047466980023,0.003236951055265625
204210_s_at,0.0985340774049761,0.0006652741945310452,0.0032413854903865307
219552_at,-0.8663300824451414,0.0006655758423936696,0.003242565732571998
243363_at,0.04945967357692105,0.0006660132860025376,0.003244407277466307
238765_at,0.5018056900712713,0.0006660833569266876,0.0032444590395092976
230143_at,0.44802794367873444,0.0006673623401446563,0.0032503988187359625
206059_at,-1.3064569226736467,0.000668075747818347,0.0032535831391253293
223659_at,0.738099135409501,0.0006682450189185295,0.0032541171384327648
224347_x_at,0.7598963380514734,0.0006687515268420657,0.0032562931201278534
212051_at,0.8069922244943442,0.0006689292314637627,0.0032568678433595633
236367_at,0.7317047114575814,0.0006696265191746675,0.00325997197306522
226705_at,-1.1702983006747747,0.0006708885067613767,0.003265824456879163
202792_s_at,0.38543396507692407,0.0006710613801714219,0.003266374660516903
221645_s_at,0.9562778437217236,0.0006713512551186581,0.00326749421732845
218245_at,-1.3943221361742077,0.0006716339813312441,0.0032685787844028507
222208_s_at,0.06908960608031967,0.0006719733255873434,0.003269647154964038
227051_at,0.8686137484717205,0.0006719313537143875,0.003269647154964038
202495_at,0.4472540802443472,0.0006727482037871884,0.0032731257099751256
223337_at,-0.7040645181074661,0.0006733253696711819,0.0032750579584068656
218094_s_at,0.8259763322624467,0.0006733158994168904,0.0032750579584068656
219235_s_at,0.7610990954219456,0.0006733184537810132,0.0032750579584068656
213618_at,0.8854715322420814,0.0006736013478963218,0.0032761083556258554
207177_at,-1.13253129504016,0.0006739026733878139,0.0032772818329175352
211985_s_at,-1.7867539649677626,0.000674741840124531,0.0032810704643760494
209877_at,-1.24902959375622,0.0006749521598618716,0.003281800795821923
226965_at,0.3853164924683252,0.0006754018627216215,0.0032836948392556014
222438_at,-0.7728492355084846,0.0006757445292016415,0.00328506819803121
201681_s_at,1.5064138759343848,0.0006764319689885719,0.003288117245763027
212796_s_at,-0.9791184964864277,0.000676716653910466,0.00328920814442776
1568941_a_at,0.9216882156628978,0.0006768385290901571,0.0032892146807240396
232597_x_at,0.91065754355939,0.0006768104085330035,0.0032892146807240396
213615_at,0.19600694024491672,0.0006770994536263211,0.0032901897328588836
236764_at,0.3064203997539563,0.0006776211576167041,0.0032924316889132105
213416_at,0.631389775190045,0.0006781603052580666,0.003294757993651417
219378_at,0.4032114372454769,0.0006784893467366367,0.0032958472831501476
201983_s_at,-2.5107072972426465,0.0006785052872620433,0.0032958472831501476
203209_at,0.9077526464971717,0.0006788774012152288,0.003297361366995281
202604_x_at,0.2931775003472836,0.0006796530203776883,0.0033008348637830437
201682_at,-0.48760570749886867,0.0006803413265053127,0.003303883731589417
1568834_s_at,0.4762906010707044,0.0006805959886159291,0.003304826375682277
239679_at,1.2088651518314473,0.0006816110445303642,0.0033094608308355793
235814_at,-1.7955139047205853,0.0006816817597717605,0.0033095097639728624
65521_at,-0.5284170712675351,0.0006820932614214541,0.0033112130316749573
1563902_at,0.1814676384343934,0.0006823571441656063,0.0033121994460525283
237329_at,-0.8256543495656175,0.0006824227117996826,0.003312223138044898
238121_at,0.5794134915033919,0.0006826298290037987,0.0033129337930996204
1554836_at,0.08343918322114918,0.0006831106270720805,0.0033149724295338384
1553781_at,0.0708347038393633,0.0006835305545618194,0.003316715339387406
205101_at,0.5793007165294126,0.000683980838549806,0.0033186052259942984
203933_at,0.5496482660022628,0.0006841424233281074,0.0033190941620288685
211934_x_at,0.8120636534983028,0.0006846847740770298,0.003321430120375985
1562456_at,-0.5419755834123308,0.0006848274013110603,0.003321826762900494
233612_at,0.13071057704072064,0.0006850947481990164,0.0033228282468634246
223255_at,0.46368428073133217,0.000685214266198236,0.003323112620831129
236515_at,-0.6562220404490944,0.0006859366681658184,0.003326320516376917
208091_s_at,0.9098759218540753,0.0006860787493728886,0.0033267139358584656
200677_at,1.2599955256510214,0.0006861511280750223,0.003326769336342422
205265_s_at,0.4371040393263579,0.0006862851462472228,0.0033271235563179227
215931_s_at,0.16658280408484183,0.0006864950292458202,0.0033274026389237734
232508_at,0.1560771497222868,0.0006864943392225858,0.0033274026389237734
222870_s_at,0.9838542035118758,0.0006865674824946673,0.0033274026389237734
227575_s_at,0.21866929019626857,0.0006865865721167397,0.0033274026389237734
237326_at,-1.2257760295995546,0.0006868754144795092,0.003328506902856888
201532_at,-0.6993829509428693,0.0006870790246131459,0.003329197983341698
243049_at,0.7114334512013598,0.0006873106796757823,0.00332950687520707
1553216_at,0.034001437115381616,0.0006872983240877483,0.00332950687520707
201918_at,0.46438871397850434,0.0006874477908482836,0.00332950687520707
231897_at,-1.5621265875497752,0.0006874379059608735,0.00332950687520707
220088_at,-1.2149553298348423,0.000687382859146841,0.00332950687520707
224598_at,1.1754274390955892,0.000688242107159596,0.003333058204672901
209244_s_at,-0.6819514314937747,0.000688655001162676,0.0033347618941050212
236603_at,-1.1938195880904958,0.000689381325158227,0.0033373907526885642
227017_at,-0.5788677107217177,0.000689283085010032,0.0033373907526885642
1554093_a_at,-0.5941100654920835,0.0006893696050651844,0.0033373907526885642
211727_s_at,-0.5712806223721723,0.0006895219620036338,0.0033377310450325246
229250_at,0.5439127032002267,0.0006895739252054224,0.0033377310450325246
243302_at,-1.0169873951527122,0.0006915655248859244,0.0033470741139264757
208470_s_at,-1.9378407448721706,0.0006916498621054863,0.0033471854782634635
205611_at,-0.5444873041029403,0.0006917593227806078,0.0033474183950742793
224821_at,-1.1439931271798658,0.0006919104763694374,0.0033478530044120146
218191_s_at,-1.63594537691516,0.0006927535240367069,0.0033516350135980345
207727_s_at,0.3947828043478552,0.0006930682599801882,0.003352860535495364
204477_at,0.5231277542483057,0.0006934151376396495,0.003353944062144136
234660_s_at,-0.8325202759999994,0.000693369019470409,0.003353944062144136
239197_s_at,-0.2856356038846197,0.0006936444286528718,0.0033547558060651383
227823_at,-0.28685086455938436,0.0006938441106320833,0.0033554242170998117
229062_at,0.4345401884445703,0.0006955382925919393,0.0033633192585607735
213829_x_at,0.1499798248444595,0.0006956085788302289,0.0033633611467022554
212016_s_at,0.43217254157692375,0.0006957980782737577,0.0033639793882632137
222136_x_at,0.7568069417545233,0.0006960206273449628,0.0033647572913959897
217620_s_at,0.9918028477584837,0.000696783041223562,0.0033680400070871417
236850_at,0.2925031762822399,0.0006968230960631012,0.0033680400070871417
204900_x_at,0.7648342209626664,0.0006969779226539646,0.0033684900416656987
230219_at,0.1502447112607439,0.0006973411005259359,0.003369946867859488
232796_at,0.19789489301923213,0.0006975949662499142,0.0033708752246971287
205476_at,0.5054909591923025,0.0006987415388743107,0.003375817867595026
1556695_a_at,-0.6569505550893706,0.0006987032541702954,0.003375817867595026
228274_at,0.8701537979213798,0.0006991294134765304,0.0033773928357351346
224675_at,0.43554462540723904,0.0006998283085345365,0.003380469886848966
219333_s_at,0.525732981151585,0.0007004041941693336,0.0033828162690223273
235296_at,-0.9222722178733038,0.0007004380193155119,0.0033828162690223273
219987_at,0.2182226429049825,0.0007009648566497121,0.0033850611317540824
217730_at,-1.2654610805633535,0.0007015176621810085,0.0033874309903722255
204185_x_at,-0.7650317514671929,0.0007016895972729975,0.003387961476429842
222422_s_at,-0.9816929863303185,0.0007022648020286531,0.0033904387996392623
209414_at,0.3190419702256788,0.0007027490194233153,0.0033921764155925645
211180_x_at,0.5997745762477358,0.0007027442479419045,0.0033921764155925645
202035_s_at,-2.292453156256787,0.0007030426297827492,0.0033932935701196207
1558423_at,0.25162181191063615,0.0007035782189250472,0.003395578354470789
201850_at,1.5228637769010192,0.0007042228630143097,0.003398389004461362
203348_s_at,0.29320595251696924,0.0007052208051972256,0.0034029039277569955
216899_s_at,-0.682372180803732,0.0007054488764377065,0.0034037035207826714
209272_at,-1.1465506809671968,0.0007056684409752938,0.0034044619322894515
204466_s_at,-1.1386107838914028,0.0007059044214853935,0.0034052994007646538
206162_x_at,0.05208445566063258,0.0007070018789721602,0.0034102921389678777
203810_at,-1.7353319114027137,0.0007073652194150761,0.0034117432229105195
225621_at,0.7917044651368723,0.0007075515230973097,0.0034123402473383462
225717_at,-1.2122740121408366,0.0007080965939486632,0.0034146672557982057
212685_s_at,0.8743726744598455,0.0007081717511962619,0.003414727980258042
207292_s_at,0.1230322868076934,0.0007092928256618216,0.003419831548745279
1557169_x_at,-0.5930268239117691,0.0007100295148507409,0.0034230810786183715
226554_at,0.550851173146496,0.0007101023273052797,0.003423129740504757
232974_at,0.7175565282607446,0.0007104939133099133,0.003424412512764196
207037_at,0.1983349424485259,0.0007104671792157411,0.003424412512764196
212706_at,0.9443525397692314,0.000711352300149555,0.0034282469924823457
232476_at,0.56008063075905,0.0007118318246092077,0.00343025509053028
217802_s_at,0.361652687234157,0.0007121777866165998,0.0034316192650964425
225318_at,0.5490189410209281,0.0007140633237416241,0.0034404009663218664
228678_at,0.19309200287669803,0.0007157153282451753,0.003448056042041965
226702_at,1.1463766519106304,0.0007165361765657496,0.003451705911807771
1566257_at,-1.253425170053169,0.0007166470655956476,0.0034519354155100918
227003_at,-0.5984869390226262,0.0007169070756337711,0.0034528830992777613
205934_at,-0.9549743264287329,0.0007180484792471875,0.0034579021542200696
223989_s_at,-0.8516466621634624,0.0007180758719641303,0.0034579021542200696
229082_at,0.5019291188071273,0.0007185421953695777,0.0034598424773776954
227680_at,0.6912713654830309,0.0007194833216271693,0.0034634574185120194
202088_at,1.872426576355771,0.00071943254651791,0.0034634574185120194
226561_at,-1.3959212588195662,0.000719438934661564,0.0034634574185120194
209263_x_at,-1.206937092057128,0.0007198308533626844,0.003464519236832624
211637_x_at,0.47060083126300833,0.0007198057432418624,0.003464519236832624
238725_at,1.057830875587105,0.0007208683571496366,0.00346920677760956
205225_at,1.747925129324094,0.0007213366033240014,0.0034711541591271973
216945_x_at,0.8831173455684391,0.0007214222156363763,0.003471260081743611
239343_at,-0.9460527376979657,0.0007217042974906148,0.0034723112528861305
235052_at,0.6094045595492075,0.0007220148487266092,0.003473499200409837
231111_at,1.1663504484292977,0.0007222168620551641,0.003473918317630164
215772_x_at,-1.1580352158178755,0.0007222929161118214,0.003473918317630164
203137_at,-0.5513953200113111,0.0007222293543340028,0.003473918317630164
210990_s_at,-0.799330340135751,0.0007240712883523752,0.0034821646706303896
216532_x_at,-0.5602535860831459,0.0007242177180082799,0.0034825620115571726
216399_s_at,-0.8336141866662903,0.0007245658845795596,0.003483622393804421
1431_at,0.07903927819683032,0.0007245032315910746,0.003483622393804421
240141_at,1.4643539141170798,0.0007248933231049357,0.003484889692745907
238704_at,0.20132977911482142,0.0007251575403909261,0.003485852862162793
201463_s_at,-0.7141750452070124,0.0007256410697992269,0.003487870008680934
239314_at,-0.7153550690887989,0.0007260990005254552,0.0034897637680238484
238165_at,-0.7130590469779436,0.0007271951178784183,0.0034947241647165796
201237_at,-1.130143551822968,0.0007274765583403458,0.0034954611389785835
222986_s_at,0.5026273872703566,0.0007274404123010014,0.0034954611389785835
227428_at,-0.8431849275101797,0.0007277210714927604,0.0034963282007925496
228342_s_at,-1.4689368882952545,0.0007279152008925575,0.0034969530630679425
225200_at,-1.4900301530152742,0.000728661876508715,0.0035002320505165604
223769_x_at,-0.6998166464004525,0.0007289000809725622,0.003501068161524375
214153_at,0.9075835227782827,0.0007304138983377212,0.0035080306368685753
210026_s_at,1.1716718341957018,0.000730941870899492,0.003510257489821678
218487_at,-1.5898041461283938,0.0007326697349453469,0.0035182457736742997
205865_at,0.14019633043325763,0.0007327564215286713,0.0035183524879575396
239682_at,-0.7414977374530523,0.00073309548266052,0.003519670861024676
226675_s_at,0.7633013392873309,0.0007331973595237614,0.0035198503549518315
1569815_x_at,0.144769543927604,0.0007338548236599036,0.0035226967828086084
212509_s_at,-1.719467704827487,0.000734114074439806,0.003523631348944699
235041_at,0.4527634222528292,0.0007344900491786917,0.003525125957977824
227890_at,0.23183168536538412,0.0007346140617945337,0.003525411138546017
238127_at,0.5491279789145924,0.0007357747820764223,0.0035306709891813836
244070_at,-1.5960021079055462,0.0007359870359374713,0.0035313790272027473
1560917_at,0.22591739215837192,0.0007366406633111478,0.003534204532600135
235740_at,-0.9033124359343874,0.0007369736255198799,0.003535491210973853
217962_at,-0.6327261184807682,0.0007374011818206935,0.003537231420512536
219530_at,0.47577162826527175,0.0007375392702500042,0.003537582901043587
229366_at,0.9466994506453625,0.000738487071532394,0.003541817739645565
216960_s_at,0.6270765080723972,0.0007392204848883046,0.00354502371010621
242775_at,-0.9457396412415147,0.000739993469559039,0.0035484188697120704
205571_at,-0.9435821436555409,0.0007401788684824399,0.0035489960874025375
209208_at,0.1455155249847242,0.0007405900357420864,0.0035506556184792108
204186_s_at,-0.8447997660084843,0.0007411941515842224,0.0035530959666088516
213411_at,-0.9508218351052071,0.0007412292397407131,0.0035530959666088516
222162_s_at,-2.166422425550338,0.0007414593572133064,0.0035538869111570257
1564248_at,0.3535713610690032,0.0007417363689710458,0.0035549024659352574
221995_s_at,-0.49940026644739977,0.0007423393124384815,0.003557479790462717
227099_s_at,-1.8092209173009106,0.0007429600427777526,0.003560141894184983
1554452_a_at,-1.2727956161589367,0.0007433088895589514,0.0035615008237413755
205479_s_at,1.265771691694006,0.0007438861973214706,0.003563954069839233
226398_s_at,-0.8713727392443458,0.0007441876671577646,0.003565085463513002
244459_at,0.25066672059501993,0.0007447701363191496,0.0035672496068594
211875_x_at,0.17924499800056415,0.0007447196449073151,0.0035672496068594
222799_at,0.23304112101696894,0.000744863506743676,0.0035673837604916717
201952_at,1.9470216894575856,0.000745105171430981,0.0035682280557630527
1556012_at,0.932375436953619,0.0007453621560812404,0.003569145562094931
44702_at,-0.992658082033369,0.0007463009855287801,0.0035733276155079647
210006_at,-1.5463885145509062,0.0007466402627278617,0.003574638499949471
224923_at,0.3002242475463812,0.0007469711206114716,0.0035759088493863265
218139_s_at,-0.7460673633303205,0.0007473819809493429,0.0035766208801608227
225915_at,-1.6424903699739808,0.0007472438767427425,0.0035766208801608227
244497_at,0.286304169416288,0.0007473328771745985,0.0035766208801608227
1552261_at,0.18821288369683042,0.0007472762374416142,0.0035766208801608227
241372_at,-0.4401024870791854,0.0007475366437222754,0.003577047385386469
227904_at,-0.9000090951962649,0.00074761306215164,0.0035770994406219303
1562282_at,0.07199911694230376,0.0007479051693770719,0.0035781834010721603
223982_s_at,-0.8601002065859706,0.0007482919517981863,0.0035795979160269673
239217_x_at,0.22529591885746347,0.0007483319998876435,0.0035795979160269673
213119_at,0.6608126811657264,0.0007486050991817887,0.003580590457299347
203096_s_at,-0.9571598044321279,0.0007487301799119531,0.003580874911445364
209356_x_at,-1.376584095506784,0.0007489997774357455,0.003581850420806585
205171_at,-1.3236679520169687,0.0007492915739268916,0.003582931909353059
229898_at,-0.6790645384049787,0.0007498344759144479,0.003585213829254021
238823_at,0.23820644592816853,0.0007508203337403702,0.003589613086476495
36994_at,0.746960552946268,0.0007509349469451731,0.0035898465857336077
230570_at,0.7030237978099558,0.0007514668433400825,0.003592074692823468
200656_s_at,1.1515062616809955,0.0007518022320354351,0.0035933631686016296
237006_at,0.9969726554994347,0.0007519258231600132,0.0035936391858362835
202037_s_at,-2.5557692828942304,0.0007527005933683088,0.003596397241131833
239107_at,0.49395397477827974,0.0007526862840782991,0.003596397241131833
207986_x_at,0.816942071601809,0.0007526413998673179,0.003596397241131833
208561_at,-1.0580460774394846,0.000753050252513452,0.0035977529527251137
1552508_at,0.7687633200373285,0.000754214648792015,0.003603000552859465
212244_at,-0.7214209259208113,0.0007554280767591995,0.0036084814459513698
224446_at,-0.6894317004049779,0.0007558542782375801,0.0036102013347273027
221538_s_at,1.252797047958147,0.0007562272703642746,0.0036116667998960226
243338_at,0.7022722509688899,0.0007567495318397547,0.0036138448419181005
222330_at,-1.2833332391476224,0.0007578171994573282,0.0036186268529467642
224842_at,0.8022997627166326,0.0007594169844104827,0.0036256787732318416
207524_at,-0.7218381999581451,0.0007594268809539643,0.0036256787732318416
213793_s_at,1.1967988807946819,0.0007597313729782723,0.00362660330926015
243801_x_at,0.9582231673286223,0.0007597534260078153,0.00362660330926015
212783_at,0.6512980480418546,0.0007603241503089587,0.0036288217491042296
241711_at,0.04774789474999652,0.0007603511519587382,0.0036288217491042296
219544_at,0.7964903134835968,0.0007616240387917348,0.0036345788592475384
215033_at,0.17858481306956797,0.000762101134119733,0.0036365376638504026
1555370_a_at,0.5038542829564463,0.0007623045552793197,0.0036368724058208034
1558216_at,0.4855085245497679,0.0007622406301266561,0.0036368724058208034
203320_at,-0.9922426245277158,0.00076284848312804,0.0036390890987496346
200726_at,-0.6101113997663976,0.0007629025351855717,0.0036390890987496346
1558854_a_at,0.9394189121464938,0.0007630079721591405,0.003639273976446188
217901_at,1.5318245195135773,0.0007634013574706771,0.003640832111970647
219431_at,-0.9346497689389084,0.0007637189251624187,0.0036420284155910575
1570507_at,0.2767099651866518,0.0007646266915574422,0.0036460388081874574
202615_at,-0.687751009338232,0.0007647622026523925,0.003646366406793477
226828_s_at,0.3746088656685531,0.0007651084324557628,0.0036476985617577814
226582_at,-1.0311220076606302,0.0007655754212677039,0.0036496061592601985
238614_x_at,0.15915291855769365,0.0007658543301556372,0.0036506168983025783
209583_s_at,-1.0350085185356335,0.0007662337664819926,0.0036521066056083027
228393_s_at,0.7763873466589395,0.0007665536304852787,0.003653075845854907
241460_at,0.41302892993099327,0.0007665709826595623,0.003653075845854907
200852_x_at,0.7353872426894821,0.0007692243694094492,0.0036654004590534594
232196_at,0.21351028808088568,0.0007694666463637655,0.0036659148124902194
221050_s_at,0.34202256177601686,0.0007694404741237813,0.0036659148124902194
204492_at,0.06188393024151839,0.0007698379434043538,0.0036673636303627675
218512_at,0.41185273161255864,0.0007701792330739373,0.0036686692583297632
230847_at,0.9117293995005666,0.0007706261186763778,0.0036704776098471096
1556839_s_at,0.438708250475111,0.0007718493017589952,0.0036759828133249737
1569312_at,0.4581053175288474,0.0007737522340285755,0.003684724123640662
1569345_at,0.10327426769796544,0.000774654406022676,0.0036886985540317252
242611_at,1.1401264726459264,0.0007751352406432509,0.0036906661693333325
203952_at,0.32283167251413936,0.000775479344342884,0.0036919824786191785
212533_at,1.1761260773591609,0.0007761450803917203,0.003694829685364126
1561616_a_at,0.10139598738687461,0.0007762779519105912,0.003695139921274041
204616_at,-0.8175661572352952,0.0007768751755280075,0.0036976602603246813
224962_at,0.572724971229639,0.0007781808177582613,0.00370355169623545
236311_at,-0.7825966710627839,0.0007782948690734262,0.0037037715283946755
236235_at,-0.9448492682477392,0.0007790470670552205,0.0037070278877774088
1552303_a_at,0.344475468773755,0.0007791197015400742,0.003707050317352952
204951_at,1.6489864514570147,0.0007795465217231533,0.003708757811116456
1554102_a_at,0.27197655647907215,0.0007799091955869012,0.003710159852343544
231348_s_at,-0.825044528165165,0.0007801001060788244,0.003710744613009949
236288_at,0.5731955657500016,0.0007804300100303608,0.0037119553998354836
228420_at,-0.6148365399779419,0.0007806266893734162,0.0037119553998354836
64883_at,-0.6299697585559967,0.0007806023431399595,0.0037119553998354836
1556242_a_at,0.7162443404027155,0.0007805577397250594,0.0037119553998354836
203522_at,0.8289767214802017,0.0007807573449608043,0.0037122532564348577
218013_x_at,-0.6287008038806561,0.0007809200698707118,0.003712703527306061
203217_s_at,-0.6550432950899294,0.000781441006421002,0.0037148566056486253
231153_at,-0.5454552707596148,0.0007815856651502507,0.003715220694847199
239594_at,0.9954574476046392,0.0007817735029422991,0.0037157899518494943
204728_s_at,0.453582137153846,0.0007819413856010404,0.0037162642707000335
215250_at,0.5466330482087081,0.0007821345290666012,0.003716858551321378
241869_at,-1.1615043176125561,0.0007824022224608548,0.003717806973680219
201567_s_at,-0.9575707508670774,0.0007827793398185374,0.003719275144768517
221547_at,-0.8918940672856319,0.0007830802425193055,0.0037203809676585285
212022_s_at,1.4356434690571254,0.0007834675840888022,0.0037218972296964694
209708_at,0.4913095737528277,0.0007839074909643059,0.003723662919873007
209125_at,0.4459925777890219,0.0007843643891521012,0.003725509006660215
210396_s_at,0.5953500847115389,0.000785191380125632,0.0037291124552625192
225826_at,-0.8372072713025984,0.0007858818679968601,0.0037320670384930507
1559382_at,-0.8863649949281673,0.0007869153512172912,0.003736649813301595
232166_at,-1.3534793515062216,0.0007870832117038546,0.003737121758293578
212662_at,0.5589080578427597,0.0007873516440074104,0.0037380711011030317
225881_at,-0.9065824664298638,0.0007900279361374837,0.0037504509634206946
213994_s_at,-1.611416432708145,0.0007903259857632249,0.00375153957009663
215936_s_at,-1.0463529646679879,0.0007910247782268617,0.003754530078341063
238691_at,0.08515278765950507,0.0007911519707896903,0.0037548072533678703
1559966_a_at,-1.0146007196351814,0.0007934304457006687,0.0037652934784711584
209960_at,-1.0599010205740953,0.0007940038014574479,0.0037676867918402055
202340_x_at,-1.2002517624032834,0.0007941606092050171,0.0037677757206015846
1560963_a_at,0.060787101413457556,0.0007941220900326299,0.0037677757206015846
229501_s_at,-0.6872493727126727,0.0007943555874970028,0.0037683731951324573
228046_at,0.793211777412898,0.0007948711672613457,0.0037704913469456796
1554469_at,-0.8299111219389159,0.0007957941625829305,0.003774541548589012
218093_s_at,0.6410206257799773,0.0007959131083698748,0.0037747114468379404
233099_at,0.11373707845192094,0.0007959683035903526,0.0037747114468379404
238583_at,-1.13729370263462,0.000796250331267874,0.0037757208366871672
242786_at,-0.7362237444247719,0.0007967088128653394,0.0037772521362601135
230753_at,0.1452868073970559,0.0007967116765170932,0.0037772521362601135
219327_s_at,0.4657730034208081,0.0007969770330619417,0.0037781820105522203
1553538_s_at,-0.36052303005655695,0.0007985657277871204,0.0037853846497214903
222467_s_at,0.5512171963851848,0.0007986720295873082,0.00378555976577036
204041_at,-1.8172212532200236,0.0008002680732076756,0.0037924660213251482
227569_at,0.7886810438246572,0.0008002120108762734,0.0037924660213251482
238600_at,0.3281510336832536,0.0008005344321212257,0.0037933989208842143
221902_at,-0.6394784498687773,0.0008014781835449937,0.0037975412605002353
204024_at,-1.1377651633144805,0.0008016532194028007,0.003798040890779988
200015_s_at,-0.5418778365910661,0.0008019060073973886,0.0037989087733479796
219632_s_at,0.38597443593156067,0.0008026758237667973,0.003802225636640169
1558460_at,0.2389849311798664,0.0008032789161849933,0.003804752231750477
240234_at,0.04513678970192059,0.0008039068738658054,0.003807396153134484
224996_at,-2.165744424276018,0.0008042598920275723,0.003808737583251442
217600_at,0.28196381941516035,0.0008046656996083435,0.003810328754027744
221156_x_at,-0.6817621546843879,0.0008051211498019346,0.0038121547007061497
234018_s_at,-2.498373854132924,0.0008053896583688416,0.0038130952605927317
233058_at,0.2338942759162883,0.0008054770388218546,0.0038131781856065574
224992_s_at,0.4516257823433252,0.0008056702008731554,0.003813761829441106
236922_at,-1.364236485778847,0.0008063158914253341,0.003816487298421933
201105_at,-1.6377497338037337,0.0008066123949975238,0.003817559651974493
214542_x_at,0.12658656141798375,0.0008070366492379859,0.003819236389383511
212730_at,-1.7157583218314514,0.0008073397754029105,0.0038203396568159747
226090_x_at,-0.9023697057409539,0.0008080117903257788,0.003823188166813236
231371_at,-0.4623334075854082,0.0008091925820533719,0.0038284433023483863
212339_at,-1.4213427895147044,0.0008092834246819293,0.003828541218316288
218309_at,1.2175812224230764,0.0008107932404650446,0.0038353513842383138
219525_at,-0.887814323880654,0.0008113017175232105,0.003837424078403614
219046_s_at,-0.35735816182352664,0.0008119415640186757,0.0038401177315923137
201280_s_at,-1.6587340056747752,0.0008136502259206356,0.00384786549523632
209123_at,-1.6758058923173058,0.0008142339255240439,0.003850292273538104
227342_s_at,-1.6994875188716079,0.0008143658339415754,0.003850582417976024
